,Label
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું
Https://t.co/RcoWeEcJs0",Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું
Https://t.co/dSe4ny5f2Hostile

#COVIDー19 #COVIDIOTS #coronavirus #Narendermodi #india #aHmedabad",Non-hostile
સાહેબ @narendramodi લોકો લોકડાઉન નું પાલન નથી કરતા. બધે કર્ફ્યૂ લગાડો નહિ તો મહામારી બઉ જલ્દી ફેલાશે. આપડા લોકો કુલ્લે પાટું ના લાગે ત્યાં સુધી નથી સમજતા. નમ્ર વિનંતી છે કે કંઇક કરો. #IndiaFigHtsCorona,Non-hostile
@narendramodi સાહેબ સુરતમાં આ રીતનું ટ્રાફિક જામ અત્યારે છે તંત્ર ગંભીરતાથી પગલાં લઈને સંપૂર્ણપણે કર્ફ્યૂ જાહેર કરશે નહીં ત્યાં સુધી આ પ્રજા સુધારવાની નથી સાહેબ ગમે તેમ કરીને કર્ફ્યુનો ચુસ્તપણે પાલન કરાવો તમારા પ્રયત્નો સરાહનીય છે Https://t.co/gGRWuN629Hostile,Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું @pmoindia @narendramodi Https://t.co/rLBQRX4GbC",Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું
Https://t.co/KIGpIrj5Jq",Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું

Https://t.co/XB82Q5sLC7",Non-hostile
"અમદાવાદમાં જનતા કર્ફ્યૂ સમયે થાળી વગાડીને ગરબા રમવા ભારે પડ્યા, 19 લોકો વિરુદ્ધ ફરિયાદ Https://t.co/K3uk3ueIwW",Non-hostile
અમદાવાદમાં જનતા કર્ફ્યૂ સમયે થાળી વગાડીને ગરબા રમતા 19 લોકો વિરુદ્ધ ફરિયાદ દાખલ Https://t.co/bfYL60QHUZ,Non-hostile
"અભૂતપૂર્વ જનતા કર્ફ્યૂ; આજથી બુધવાર સુધી લોકડાઉન દુકાન, ઓફિસ ખુલ્લી રાખનારાને સીધા જેલમાં ધકેલી દેવાશે

Https://t.co/8FJdL805Bq",Non-hostile
અમદાવાદમાં જનતા કર્ફ્યૂ સમયે થાળી વગાડીને ગરબા રમતા 19 લોકો વિરુદ્ધ ફરિયાદ દાખલ Https://t.co/pHostileRyokuBIm Https://t.co/n0J7oqmXc1,Non-hostile
"જનતા કર્ફ્યૂ સમયે ખાડીયામાં લોકોને ગરબા ગાવા ભારે પડ્યા, 19 લોકોની અટકાયત
#Gujaratcorona #Gujarat #Covid_19india #coronavirusindia #JantaCurfew #AHmedabad @SukHadiaHostilearmesH 
Https://t.co/AQtibsHostileHostilekH",Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું
Https://t.co/9Hostile6ZX2ppZJ",Non-hostile
"9 દિવસ જનતા કર્ફ્યૂ રાખો નહીંતર, સૌથી મોટી મહામારી ભારત ખતરનાક ત્રીજા સ્ટેજમાં પહોંચી ગયું
Https://t.co/INNgCwf3Hx",Non-hostile
"@siddtalks મોદીજી એ કહ્યું કે રવિવારે જનતા કર્ફ્યૂ એટલે બસ રવિવારે જ, એટલી બુદ્ધિ ના ચાલે કે સોમવારે પણ કહ્યું હોય કે નહિ આપણે આપણી જવાબદારી સમજી બને તો ઘરની બહાર નો નીકળીએ 🤦🏼‍♂️",Non-hostile
@PatelSoHamkumar આજના જનતા કર્ફ્યૂ અને તાળી થેન્કસને રાજનીતિ સાથે ના જોડો 🙏 2024 સુધી પહોંચતા પહેલા કોરોનાથી તો જીતીયે.,Non-hostile
"ભારતની કોરોના વિરુદ્ધની જંગથી અમેરિકાની આંખો ચાર, પોતે પણ અપનાવશે 'જનતા કર્ફ્યૂ'
Https://t.co/TFyGNkfv51",Non-hostile
"મુંબઈ મહાનગરમાં 'જનતા કર્ફ્યૂ'
દક્ષિણ મુંબઈના મહાપાલિકા મુખ્યાલય અને છત્રપતિ શિવાજી મહારાજ ટર્મિનસ વિસ્તારનું દ્રશ્ય. (વિડિયોગ્રાફીઃ દીપક ધુરી)
#JanataCurfew #JanataCurfewCHallenge #IndiaFigHtCorona #Mumbai #CoronaUpdatesInIndia #જનતાકર્ફ્યૂ #ભારત #મુંબઈ #કોરોના #કોરોનાવાઈરસ Https://t.co/nA7RKjXClG",Non-hostile
"@narendramodi @GordHan50 મેં પણ જનતા કર્ફ્યૂ નું પાલન કર્યું છે, સાચા મનથી, હવે તમને મને ઈનામ આપવું પડશે 😜 હું તમારા ઈનામ ની રાહ જોઈ રહી છું 😝",Non-hostile
"કોરોના વાઈરસનો ફેલાવો રોકવા મુંબઈ મહાનગરે પણ પાળ્યો સંપૂર્ણ 'જનતા કર્ફ્યૂ'
દક્ષિણ મુંબઈના મરીન ડ્રાઈવ વિસ્તારનું દ્રશ્ય. (વિડિયોગ્રાફીઃ દીપક ધુરી)
#JanataCurfew #JanataCurfewCHallenge #IndiaFigHtCorona #Mumbai #CoronaUpdatesInIndia #જનતાકર્ફ્યૂ #ભારત #મુંબઈ #કોરોના #કોરોનાવાઈરસ Https://t.co/0Utwq68ncq",Non-hostile
"કોરોના વાઈરસનો ફેલાવો રોકવા મુંબઈ મહાનગરે પણ પાળ્યો સંપૂર્ણ 'જનતા કર્ફ્યૂ'
દક્ષિણ મુંબઈના હજ હાઉસ પરથી લેવાયેલું દ્રશ્ય. (વિડિયોગ્રાફીઃ દીપક ધુરી)
#JanataCurfew #JanataCurfewCHallenge #IndiaFigHtCorona #Mumbai #CoronaUpdatesInIndia #જનતાકર્ફ્યૂ #ભારત #મુંબઈ #કોરોના #કોરોનાવાઈરસ Https://t.co/Yzjpq5Loz5",Non-hostile
"“કોરોના ભારત છોડ”, મોદીના ‘જનતા કર્ફ્યૂ’ને પ્રચંડ જનસમર્થન… Https://t.co/Vt7cvovT8y Https://t.co/ctyKIJb7t1",Non-hostile
"વિજયભાઈ રૂપાણી
ગુજરાત માં કોરોના ના કારણે વધારે કેસ ન વધે તે માટે જનતા કર્ફ્યૂ એક અઠવાડિયુ કરવા વિનંતિ છે.....
આપનો વિશ્વાસુ....
ઘનશ્યામ રાદડીયા",Non-hostile
"પગ અટક્યા, ઈરાદા નહીં: 5 વાગ્યે 5 મિનિટ સુધી દેશભરમાં થાળી, શંખ વાગ્યા; મોદીએ કહ્યું- 9 વાગ્યે જનતા કર્ફ્યૂ ખત્મ, પણ આ લાંબી લડાઈની શરૂઆત
Https://t.co/ZBuCjeqP7Hostile",Non-hostile
"અમદાવાદ બંધઃ
‘જનતા કર્ફ્યૂ’ને નાગરિકોએ આપ્યો જબ્બર પ્રતિસાદ…
આખું શહેર શાંત અને સૂમસામઃ એક નજારો આવો પણ... (ફોટોગેલરી)... Https://t.co/p714yu7V1i
#AHmedabad #JanataCurfew #CoronavirusPandemic #અમદાવાદ #કોરોના #જનતાકર્ફ્યૂ #coronaupdatesindia Https://t.co/ubzNxvO5Xl",Non-hostile
જનતા કર્ફ્યૂ બાદ અમદાવાદની જનતાનું #IndiaSalutes Https://t.co/8onSq4UgWZ,Non-hostile
"મુંબઈ મહાનગરમાં 'જનતા કર્ફ્યૂ'
દક્ષિણ મુંબઈના ગેટવે ઓફ ઈન્ડિયા, તાજમહલ હોટેલ વિસ્તારનું દ્રશ્ય. (વિડિયોગ્રાફીઃ દીપક ધુરી)
#JanataCurfew #JanataCurfewCHallenge #IndiaFigHtCorona #Mumbai #CoronaUpdatesInIndia #જનતાકર્ફ્યૂ #ભારત #મુંબઈ #કોરોના #કોરોનાવાઈરસ Https://t.co/alx0miIa8r",Non-hostile
અમદાવાદના શાહપુરમાં અભિવાદન સમયે મોટી સંખ્યા લોકો રેલી કાઢી અભિવાદન માટે જોડાવા રસ્તા પર આવ્યા હતા. જોકે સામાજિક આગેવાનોએ સમજાવ્યા છતાં પણ લોકો માન્યા ન હતા. જનતા કર્ફ્યૂ છતાં લોકો રસ્તા પર ઉતરી પડ્યા હતા. Https://t.co/dC8jujWdBr,Non-hostile
"અમદાવાદ ખાડીયા વિસ્તારનો સામે આવેલો વિડીયો આખા દિવસના ઉત્સાહ આને આનંદને વેર વિખેર કરી ગયો છે, ભીડ ના થાય રોગનો ફેલાવો ના થાય એની માટે જ તો જનતા કર્ફ્યૂ હતું અને બધા જ પર પાણી ફરી વળ્યું 
#JantaCurfew #AHmedabad",Non-hostile
"કોરોના વાઈરસનો ફેલાવો રોકવા મુંબઈ મહાનગરે પણ પાળ્યો સંપૂર્ણ 'જનતા કર્ફ્યૂ'
ગેટવે ઓફ ઈન્ડિયા ખાતેનું દ્રશ્ય... (વિડિયોગ્રાફીઃ દીપક ધુરી)
#JanataCurfew #JanataCurfewCHallenge #IndiaFigHtCorona #India #Mumbai #CoronaUpdatesInIndia #જનતાકર્ફ્યૂ #ભારત #મુંબઈ #કોરોના #કોરોનાવાઈરસ Https://t.co/HostileiykI1Gmyw",Non-hostile
જનતા કર્ફ્યૂ : અમદાવાદની ૫૫થી વધુ ફ્લાઇટ કેન્સલ Https://t.co/pJHdqNuAfo,Non-hostile
"ભારતની કોરોના વિરુદ્ધની જંગથી અમેરિકાની આંખો ચાર, પોતે પણ અપનાવશે 'જનતા કર્ફ્યૂ' #coronavirusinindia #coronavirus #CoronaUpdatesInIndia #Gujaratcorona #GujaratJageCoronaBHage #JantaCurfew #CoronaStopKaroNa
Https://t.co/mlmQHrMy45",Non-hostile
"#JantaCurfew will be successful only wHen we will ensure full implementation. WHile our state is following it well, receiving visuals of some movement. 

Urge everyone to follow #JantaCurfew fully and not venture out.",Non-hostile
#CoronaVirus : જનતા કર્ફ્યૂ ને લઇ લોકો ઘરમાં રહી કરી રહ્યા છે અવનવા કામ #JantaCurfew #Covid19 Https://t.co/HostilemifxNEnTg,Non-hostile
"બિહાર- ઝારખંડમાં જનતા કર્ફ્યૂ LIVE: પટના -રાંચી સહિત મુખ્ય શહેરોમાં રસ્તાઓ પર સન્નાટો; મોલ અને દુકાનો બંધ 
Https://t.co/bpTCMDZnYY
#BiHar #JHarkHand #Patana #RancHi #JantaCurfew #JantaCurfewMarcH22 #JantaCurfewCHallenge #StayHostileomeStaySafe #StayHostileome",Non-hostile
"ડર એ વાત નો છે કે લોકો આખો દિવસ તો ઘરમાં રહેશે પણ રાત્રે ૯:૦૦ વાગ્યા પછી જનતા કર્ફ્યૂ પતીગયો એમ કરી બહાર ના નીકળી પડે, નહીં તો દેશની મહેનત પાણીમાં જશે,એવું નહી કે મોદી સાહેબે તો ૯ વાગ્યા સુધીનું જ કીધું છે,લોકો ને અપીલ કરો,હજુ ૧ અઠવાડિયા સુધી તો ઘરમાં રહેવું જ જોઈએ.#JantaCurfew",Non-hostile
આજરોજ સમગ્ર દેશમાં જનતા કર્ફ્યૂ ની અપીલ આદરણીય પ્રધાનમંત્રી શ્રી નરેન્દ્રભાઈ મોદીજી દ્વારા કરવામાં આવી છે ત્યારે આજે આણંદ જિલ્લાના સમગ્ર વિસ્તારમાં સજ્જડ બંધ પાળવામાં આવ્યો હતો જેની માહિતી આણંદ જિલ્લા કલેકટર પાસે થી ટેલિફોનીક વાતચીત દ્વારા મેળવી. Https://t.co/iQN35HAgBZ,Non-hostile
"કાશ્મીર માં આપડે રેહતા નથી અને અહ્યા ૨૦૦૨ પછી રમખાણો થતાં નથી એટલે જે છે એ આ જ કર્ફ્યૂ છે, મન ભરી માણી લેજો 😅",Non-hostile
"બધા પોતાના ઘરે થી જનતા કર્ફ્યૂ ને સમર્થન આપે,
કોરોના થી ગભરાવાની જરૂર નથી પરંતુ સાવચેતી ની ખૂબ જ જરૂર છે તો બધા સરકારશ્રી ના આદેશ નું પાલન કરે અને કોરોના સામે ની લડાઈ માં પોતાનું યોગદાન આપે......

#JantaCurfewMarcH22 
#NarendraModi 
#Covid_19india 
#covid19gujrat",Non-hostile
CoronaVirus : જનતા કર્ફ્યૂ ને પગલે AMC દ્વારા શહેરમાં દવાનો છંટકાવ #AMC #CoronaVirus #Covid19 #JantaCurfew Https://t.co/XQmbECZNva,Non-hostile
"કોરોના વિરુદ્ધ જનતા લડી રહી છે જંગ, PHostileOTOSમાં જુઓ સમગ્ર દેશમાં 'જનતા કર્ફ્યૂ'ની પ્રચંડ અસર #JantaCurfew #CoronaUpdatesInIndia #GujaratJageCoronaBHage #CoronaStopKaroNa #gujaratfigHtscovid19 #JantaCurfewMarcH22 #JanataCurfew
Https://t.co/7aWSojeipJ",Non-hostile
"અમદાવાદમાં જનતા કર્ફ્યૂ વચ્ચે ફાયરની પ્રશંસનીય કામગીરી, જાહેરસ્થળોને સેનેટાઈઝ કરાયા Https://t.co/kRpt8eDW4s",Non-hostile
"બધુ બંધ, બધુ ઠપ; દેશમાં આવું પહેલી વખત બન્યું જ્યારે કોઈ કર્ફ્યૂ માટે જનતા પોતે તૈયાર છે 
Https://t.co/VrxX8rcsga
#Gujarat #AHmedabad #Surat #Vadodara #Rajkot #BHavnagar #JantaCurfew #JantaCurfewMarcH22 #StayHostileomeStaySafe #StayHome @GujaratPolice #Lockdown",Non-hostile
"જનતા કર્ફ્યૂ દરમિયાન પણ અમૂક લોકો ઘરે ના સચવાયા, લટાર મારવા નીકળી પડ્યા.... પછી જુઓ શું થયું #JantaCurfew Https://t.co/uy3Ewl7cHo",Non-hostile
આજરોજ સમગ્ર દેશમાં જનતા કર્ફ્યૂ ની અપીલ આદરણીય પ્રધાનમંત્રી શ્રી નરેન્દ્રભાઈ મોદીજી દ્વારા કરવામાં આવી છે ત્યારે આજે આણંદ જિલ્લાના સમગ્ર વિસ્તારમાં સજ્જડ બંધ પાળવામાં આવ્યો હતો જેની માહિતી આણંદ જિલ્લા કલેકટર પાસે થી ટેલિફોનીક વાતચીત દ્વારા મેળવી. Https://t.co/8xsRyp7VUR,Non-hostile
આજે #તા.૨૨-૩-૨૦૨૦ ને રવિવારના દિવસે પ્રધાનમંત્રી નરેન્દ્ર મોદીજી દ્વારા સમગ્ર દેશ ને #કોરોના_વાયરસ જેવી મહામારી ને રોકવા માટે #જનતા_કર્ફ્યૂ રાખવા માટે આહ્વાન કરવામાં આવ્યું તે અંતર્ગત સમગ્ર #ઘુંટેલી ગામે બંધ પાળી ને સમર્થન આપ્યું.. Https://t.co/ZoF0amoq4e,Non-hostile
"કોરોના વિરુદ્ધ જનતા લડી રહી છે જંગ, PHostileOTOSમાં જુઓ સમગ્ર દેશમાં 'જનતા કર્ફ્યૂ'ની પ્રચંડ અસર #JantaCurfew #CoronaUpdatesInIndia #GujaratJageCoronaBHage #CoronaStopKaroNa #gujaratfigHtscovid19 #JantaCurfewMarcH22 #JanataCurfew
Https://t.co/8b2GQ9abOm",Non-hostile
"@vijayrupanibjp જનતા 'જનતા કર્ફ્યૂ' ને સમર્થન આપી રહી છે. કોરોના વાયરસ ના ગુજરાત માં કેસ વધી રહ્યા છે. લોકોની સુરક્ષા માટે સમગ્ર ગુજરાત રાજ્યને ૧૫ દિવસ સુધી લોકડાઉન કરી દેવું જોઈએ. આજ સર્વશ્રેષ્ઠ ઉપાય છે. ઈટલી, સ્પેન અને ઈરાન જેવા ભારતમાં હાલ નહિ થાય એ મા",Non-hostile
ઇટાલીનો સ્વાસ્થય વિભાગ વિશ્વમાં બીજા નંબરે છે તો પણ કોરોના સામે હાથ ઊંચા કરી લીધા અને ભારત ૧૦૨ માં નંબરે છે. તો વિચારો ભારતની શું હાલત થશે માટે મજાક મસ્તી છોડો અને ગંભીરતાથી સરકારની ગાઈડલાઈન અનુસરવું જોઈએ. જનતા કર્ફ્યૂ હોવા છતાં પણ જે હલન ચલન દેખાય છે એ લોકો ને નમ્ર અપીલ...,Non-hostile
"વડોદરાના રેલવે સ્ટેશન, બસપોર્ટ પર કોરોના કર્ફ્યૂ: તમામ જાહેર રસ્તાઓ સુમસામ
Https://t.co/acM30wkl62 Https://t.co/TodnmYPRUt",Non-hostile
"ચલો આજના દિવસને યાદગાર બનાવી
મિત્રો આજે જનતા કર્ફ્યૂ, વડાપ્રધાન શ્રી નરેન્દ્ર ભાઈ મોદી સાહેબે સ્વયંભૂ જનતા કર્ફ્યૂ પાળવા માટે વિનંતી કરેલ છે, હું અને મારો પરિવાર આજે યોગ પ્રાણાયામ થી દિવસની શરૂઆત કરી જનતા કરફ્યુનો ચુસ્તપણે પાલન કરવાના છીએ.
#stay_Home_stay_safe
#JANTA_CAREFUE Https://t.co/spDdN4lEZt",Non-hostile
કોરોના વાયરસ વિરુદ્ધની લડાઈને સફળ બનાવવા માટે ‘જનતા કર્ફ્યૂ’નો હિસ્સો બનોઃ PM મોદી Https://t.co/7umixWXrCb,Non-hostile
"ગભરાવવાની જરૂર નથી, કોરોનાને જડબાતોડ જવાબ આપવા માટે છે જનતા કર્ફ્યૂ #JantaCurfew #CoronaUpdatesInIndia #GujaratJageCoronaBHage #CoronaStopKaroNa #gujaratfigHtscovid19 #JantaCurfewMarcH22 #JanataCurfew
Https://t.co/5ToT03zVnP",Non-hostile
"PM મોદીએ કહ્યું કે જનતા કર્ફ્યૂ થરૂ થઈ રહ્યો છે. હું વિનંતી કરું છું કે તમામ નાગરિકો આ રાષ્ટ્રવ્યાપી અભિયાનનો ભાગ બને અને કોરોના સામેની લડતને સફળ બનાવે. આપણો સ્વાસ્થ્ય અને સંકલ્પ આ રોગચાળાને હરાવી દેશે.

@narendramodi @PMOIndia #CoronaUpdatesInIndia #coronavirusindia",Non-hostile
"કોરોના વાઇરસ સામે કાલે જનતા કર્ફ્યૂ, શું કરવું અને શું ન કરવું? Https://t.co/9LfVpvYkVR",Non-hostile
આજે તા.૨૨-૩-૨૦૨૦ ને રવિવારના દિવસે પ્રધાનમંત્રી નરેન્દ્ર મોદીજી દ્વારા સમગ્ર દેશ ને #કોરોના_વાયરસ જેવી મહામારી ને રોકવા માટે #જનતા_કર્ફ્યૂ રાખવા માટે આહ્વાન કરવામાં આવ્યું તે અંતર્ગત સમગ્ર ગામે બંધ પાળી ને સમર્થન આપ્યું.. Https://t.co/kscSOX1tNX,Non-hostile
"આકોટા, વડોદરામાં જનતા કર્ફ્યૂ, રોડ થયા સુમસામ Https://t.co/uLHostile5HostilesBlJX",Non-hostile
"જનતા કર્ફ્યૂ : PM મોદીના 'ઘરબંધી'ના સમર્થનમાં ગુજરાત સ્વયંભૂ બંધ, કોરોના સામે લોકલડત
Https://t.co/flZxJqGgSZ

#Coronavirus #JantaCurfewMarcH22",Non-hostile
"Janta Curfew KundaldHam ma | જનતા કર્ફ્યૂ કુંડળધામમાં | 21 Mar 2020 - KundaldHam

#JantaCurfewMarcH22 #kundaldHam #gyanjivandasjiswami #coronavirus #JantaCurfew Https://t.co/zfRXxfud1P",Non-hostile
"રાજકોટમાં જનતા કર્ફ્યૂ પહેલાં લોકો પરાબજારમાં વસ્તુઓ લેવા ઊમટી પડ્યાં Https://t.co/5jyQqxD71y
#Rajkot #JantaCurfew #JantaCurfewMarcH22 #JantaCurfewCHallenge",Non-hostile
"Janta Curfew Live: PM મોદીની અપીલ પર આજે રાત્રે 9 વાગ્યા સુધી જનાત કર્ફ્યૂ
Https://t.co/eAG59sIVnK",Non-hostile
"લોકોએ જનતા કર્ફ્યૂ ને ગંભીરતાથી લીધું : પરિમલ ગાર્ડન,માણેકચોક,લાલ દરવાજા,કાલુપુર સ્ટેશન માં સન્નાટો Https://t.co/awryfB7PWy Https://t.co/MOUJ4mbUcg",Non-hostile
"*Media Coverage*

જનતા કર્ફ્યૂ સમયે પરિવાર સાથે પસાર કરેલી ક્ષણો.
Https://t.co/YCF06ZlRGU
#JanataCurfew Https://t.co/DwZRGtIOex",Non-hostile
"જનતા કર્ફ્યૂ ને ફુલ સમર્થન કર્યું વિરણીઆ
ગામ લોકો એ
જય શ્રી રામ Https://t.co/78xLVVni38",Non-hostile
"રવિવારનાં ‘જનતા કર્ફ્યૂ’, જાણો દેશભરમાં શું બંધ રહેશે અને શું ચાલું

જાણો સમગ્ર માહિતી: Https://t.co/NfoTfE6qRD

#CoronaCHainScare, #CoronaStopKaroNa, #IndiaFigHtCorona, #Covid19India, #Covid_19 #jantacurfew Https://t.co/vmcycHVKRV",Non-hostile
"કોરોના વિરુદ્ધ જંગ: સવારે 7 વાગ્યાથી રાતે 9 વાગ્યા સુધી દેશભરમાં રહેશે જનતા કર્ફ્યૂ, જુઓ પળેપળની અપડેટ #CoronaUpdatesInIndia #COVID_2019 #IndiaFigHtCorona #gujaratfigHtscovid19 #JantaCurfewMarcH22 #JanataCurfew 
Https://t.co/tj8tCrxg5a",Non-hostile
"PM મોદીએ કહ્યું કે જનતા કર્ફ્યૂ થરૂ થઈ રહ્યો છે. હું વિનંતી કરું છું કે તમામ નાગરિકો આ રાષ્ટ્રવ્યાપી અભિયાનનો ભાગ બને અને કોરોના સામેની લડતને સફળ બનાવે. આપણો સ્વાસ્થ્ય અને સંકલ્પ આ રોગચાળાને હરાવી દેશે.
#PMModi #JantaCurfewMarcH22 #CoronaUpdatesInIndia #COVID19outbreak",Non-hostile
"કોરોના વાયરસ વિરુદ્ધની લડાઈને સફળ બનાવવા માટે ‘જનતા કર્ફ્યૂ’નો હિસ્સો બનોઃ PM મોદી #JantaCurfew #coronavirusindia #NarendraModi #Covid_19india @narendramodi @PMOIndia @BJP4Gujarat @BJP4India 
Https://t.co/NWJTYSOx78",Non-hostile
"સવારે 7થી લઈને રાતે 9 વાગ્યા સુધી આજે જનતા કર્ફ્યૂ, કઈ સેવા ચાલુ અને કઈ બંધ તે જાણો #CoronaUpdatesInIndia #COVID_2019 #IndiaFigHtCorona #gujaratfigHtscovid19 #JantaCurfewMarcH22 #JanataCurfew
Https://t.co/3RXkEHFqjK",Non-hostile
"ડભાણ આજે તા.૨૨-૩-૨૦૨૦ ને રવિવારના દિવસે પ્રધાનમંત્રી @narendramodi દ્વારા સમગ્ર દેશ ને #કોરોના_વાયરસ જેવી મહામારી ને રોકવા માટે #જનતા_કર્ફ્યૂ રાખવા માટે આહ્વાન કરવામાં આવ્યું તે અંતર્ગત સમગ્ર ડભાણ
ગામે બંધ પાળી ને સમર્થન આપ્યું..
#GujaratFigHtsCovid19 @devusinH
@PankajbHaidesai Https://t.co/ZbVYoETGju",Non-hostile
"વિશ્વમાં જનતા કર્ફ્યૂ: ચીન, ઇટલી, સ્પેન, ફ્રાન્સ સહિત 20 દેશોમાં લોકડાઉન, 120 કરોડ લોકો ઘરમાં કેદ Https://t.co/B3jNPHostiledcz1
#Italy #Spain #France #Lockdown #Corenavirus #Coronaeffact #JantaCurfewCHallenge #JantaCurfew #JantaCurfewMarcH22",Non-hostile
#Covid_19 આજની તારીખથી એક સપ્તાહ સુધી મામલતદાર ઓફિસના જનસેવા કેન્દ્રો તેમજ આગામી ૨૯ માર્ચ સુધી સરકારી કચેરીમાં અતિ આવશ્યક હોય તેવા કિસ્સામાં કચેરીના વડાની પુર્વ મંજુરી વગર કોઇ મુલાકાતી નહી આવી શકે..જેની નાગરીકો નોંધ લે તેમજ સહકાર આપે. @collectormaHi @DDOMAHostileISAGAR Https://t.co/zx8IEYNGUu,Non-hostile
"PM મોદીની દેશને અપીલ- જનતા કર્ફ્યૂ પહેલા કહી આ મહત્વની વાતો...

@narendramodi 

#PMNarendraModi #JantaCurfew #CoronaVirusEffect #COVID19 #MidDayGujarati 

Https://t.co/uxIIvwj112",Non-hostile
"જનતા કર્ફ્યૂ પહેલાં પીએમ મોદીની દેશને અપીલ- સાચી માહિતી આપો, અફવા ન ફેલાવો; એક પછી એક ચાર ટ્વિટ કરી Https://t.co/wpwYBPNZwm
#PMNarendramodi #Coronavirus #Corona #CoronainIndia",Non-hostile
"#coronavirusinindia રોગચાળોઃ કોવિડ-19ના જોખમ વચ્ચે @sacHin_rt @PMOIndia @narendramodi ના ‘જનતા કર્ફ્યૂ’ના પગલાંની પ્રશંસા કરીને એને ‘ઉચિત પગલું’ ગણાવ્યું 
Https://t.co/udPtWcrx2t

via NaMo App Https://t.co/95fHostile3rxL5g",Non-hostile
"જનતા કર્ફ્યૂ પર જનતાનું રિપોર્ટીંગ

મોકલો ઘરમાં કરેલી તમારી નવીન પ્રવૃત્તિઓ

06304879100 વ્હોટ્સઅપ નંબર પર મોકલો વિડિયો

@News18Guj 
#IndiaFigHtsCorona #JantaCurfewMarcH22 #JantaCurfewCHallenge #JANTA_CURFEW_ON_22_MARCHostile #janta_curfew #JantakaCurfew Https://t.co/zizJISDXX4",Non-hostile
"વિશ્વમાં જનતા કર્ફ્યૂ: ચીન, ઇટલી, સ્પેન, ફ્રાન્સ સહિત 20 દેશોમાં લોકડાઉન, 120 કરોડ લોકો ઘરમાં કેદ",Non-hostile
તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્રયાસ કરીએ.@PMOIndia,Non-hostile
"વિશ્વમાં જનતા કર્ફ્યૂ

ચીન, ઇટલી, સ્પેન, ફ્રાન્સ સહિત 20 દેશોમાં લોકડાઉન

120 કરોડ લોકો ઘરમાં કેદ

50થી વધુ દેશોએ એક શહેર અથવા સીમિત વિસ્તારમાં લોકડાઉન કર્યું 

કોરોનાની ચપેટમાં અત્યાર સુધી 2.44 લાખ લોકો આવ્યા

10184 લોકોના મોત થયા 

@News18Guj Https://t.co/pXNObPzKPY",Non-hostile
"જનતા કર્ફ્યૂ પહેલા PM મોદીએ દેશવાસીઓને કરી અપીલ – જે જગ્યાએ છો ત્યાં જ રહો કારણ કે…

જાણો સમગ્ર માહિતી: Https://t.co/blIGcoTPNm

#CoronaCHainScare, #CoronaStopKaroNa, #IndiaFigHtCorona, #Covid19India, #Covid_19 #PMModi, #JantaCurfew Https://t.co/7c7cyqEtia",Non-hostile
તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્રયાસ કરીએ.@josHigk104 Https://t.co/x261B32nE9,Non-hostile
@partHiv9 @narendramodi તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્ર,Non-hostile
